dep;clage_vacsi;jour;n_dose1;n_cum_dose1
22;59;2021-01-25;123;1808
22;59;2021-01-26;107;1915
22;59;2021-01-27;263;2178
22;64;2021-01-04;1;1
22;64;2021-01-05;10;11
22;64;2021-01-06;7;18
22;64;2021-01-07;7;25
22;64;2021-01-08;35;60
22;64;2021-01-11;20;80
22;64;2021-01-12;60;140
22;64;2021-01-13;41;181
22;64;2021-01-14;84;265
22;64;2021-01-15;77;342
22;64;2021-01-16;14;356
22;64;2021-01-18;28;384
22;64;2021-01-19;53;437
22;64;2021-01-20;36;473
22;64;2021-01-21;50;523
22;64;2021-01-22;45;568
22;64;2021-01-23;7;575
22;64;2021-01-25;23;598
22;64;2021-01-26;56;654
22;64;2021-01-27;93;747
22;69;2021-01-05;2;2
22;69;2021-01-06;3;5
22;69;2021-01-07;2;7
22;69;2021-01-08;16;23
22;69;2021-01-11;12;35
22;69;2021-01-12;35;70
22;69;2021-01-13;34;104
22;69;2021-01-14;33;137
22;69;2021-01-15;27;164
22;69;2021-01-16;7;171
22;69;2021-01-18;10;181
22;69;2021-01-19;26;207
22;69;2021-01-20;13;220
22;69;2021-01-21;27;247
22;69;2021-01-22;20;267
22;69;2021-01-23;8;275
22;69;2021-01-25;16;291
22;69;2021-01-26;34;325
22;69;2021-01-27;79;404
22;74;2021-01-05;4;4
22;74;2021-01-06;3;7
22;74;2021-01-07;3;10
22;74;2021-01-08;4;14
22;74;2021-01-11;7;21
22;74;2021-01-12;28;49
22;74;2021-01-13;39;88
22;74;2021-01-14;42;130
22;74;2021-01-15;17;147
22;74;2021-01-16;3;150
22;74;2021-01-18;11;161
22;74;2021-01-19;28;189
22;74;2021-01-20;18;207
22;74;2021-01-21;34;241
22;74;2021-01-22;25;266
22;74;2021-01-23;3;269
22;74;2021-01-25;25;294
22;74;2021-01-26;40;334
22;74;2021-01-27;130;464
22;79;2021-01-05;4;4
22;79;2021-01-06;7;11
22;79;2021-01-07;3;14
22;79;2021-01-11;10;24
22;79;2021-01-12;21;45
22;79;2021-01-13;34;79
22;79;2021-01-14;28;107
22;79;2021-01-15;12;119
22;79;2021-01-16;2;121
22;79;2021-01-18;70;191
22;79;2021-01-19;109;300
22;79;2021-01-20;118;418
22;79;2021-01-21;207;625
22;79;2021-01-22;184;809
22;79;2021-01-23;72;881
22;79;2021-01-25;208;1089
22;79;2021-01-26;241;1330
22;79;2021-01-27;381;1711
22;80;2021-01-05;23;23
22;80;2021-01-06;68;91
22;80;2021-01-07;10;101
22;80;2021-01-08;3;104
22;80;2021-01-11;101;205
22;80;2021-01-12;249;454
22;80;2021-01-13;333;787
22;80;2021-01-14;223;1010
22;80;2021-01-15;115;1125
22;80;2021-01-16;10;1135
22;80;2021-01-17;1;1136
22;80;2021-01-18;91;1227
22;80;2021-01-19;224;1451
22;80;2021-01-20;218;1669
22;80;2021-01-21;415;2084
22;80;2021-01-22;330;2414
22;80;2021-01-23;91;2505
22;80;2021-01-24;1;2506
22;80;2021-01-25;308;2814
22;80;2021-01-26;430;3244
22;80;2021-01-27;1969;5213
23;0;2021-01-06;1;1
23;0;2021-01-07;95;96
23;0;2021-01-08;86;182
23;0;2021-01-09;33;215
23;0;2021-01-10;1;216
23;0;2021-01-11;106;322
23;0;2021-01-12;161;483
23;0;2021-01-13;253;736
23;0;2021-01-14;258;994
23;0;2021-01-15;304;1298
23;0;2021-01-16;135;1433
23;0;2021-01-18;333;1766
23;0;2021-01-19;422;2188
23;0;2021-01-20;335;2523
23;0;2021-01-21;561;3084
23;0;2021-01-22;361;3445
23;0;2021-01-23;366;3811
23;0;2021-01-25;352;4163
23;0;2021-01-26;241;4404
23;0;2021-01-27;149;4553
23;24;2021-01-07;1;1
23;24;2021-01-12;1;2
23;24;2021-01-13;2;4
23;24;2021-01-14;5;9
23;24;2021-01-15;2;11
23;24;2021-01-19;1;12
23;24;2021-01-20;1;13
23;24;2021-01-21;3;16
23;24;2021-01-22;1;17
23;24;2021-01-23;2;19
23;24;2021-01-25;0;19
23;24;2021-01-26;1;20
23;24;2021-01-27;1;21
23;29;2021-01-08;2;2
23;29;2021-01-12;1;3
23;29;2021-01-13;5;8
23;29;2021-01-14;3;11
23;29;2021-01-15;7;18
23;29;2021-01-16;1;19
23;29;2021-01-18;1;20
23;29;2021-01-19;3;23
23;29;2021-01-20;3;26
23;29;2021-01-21;7;33
23;29;2021-01-25;2;35
23;29;2021-01-26;1;36
23;29;2021-01-27;1;37
23;39;2021-01-07;11;11
23;39;2021-01-11;1;12
23;39;2021-01-12;5;17
23;39;2021-01-13;5;22
23;39;2021-01-14;20;42
23;39;2021-01-15;10;52
23;39;2021-01-16;3;55
23;39;2021-01-18;12;67
23;39;2021-01-19;6;73
23;39;2021-01-20;7;80
23;39;2021-01-21;12;92
23;39;2021-01-22;9;101
23;39;2021-01-23;6;107
23;39;2021-01-25;8;115
23;39;2021-01-26;2;117
23;39;2021-01-27;2;119
23;49;2021-01-07;6;6
23;49;2021-01-08;3;9
23;49;2021-01-11;9;18
23;49;2021-01-12;6;24
23;49;2021-01-13;19;43
23;49;2021-01-14;23;66
23;49;2021-01-15;22;88
23;49;2021-01-16;5;93
23;49;2021-01-18;11;104
23;49;2021-01-19;14;118
23;49;2021-01-20;18;136
23;49;2021-01-21;17;153
23;49;2021-01-22;22;175
23;49;2021-01-23;11;186
23;49;2021-01-25;6;192
23;49;2021-01-26;4;196
23;49;2021-01-27;1;197
23;59;2021-01-06;1;1
23;59;2021-01-07;44;45
23;59;2021-01-08;14;59
23;59;2021-01-09;1;60
23;59;2021-01-11;17;77
23;59;2021-01-12;10;87
23;59;2021-01-13;51;138
23;59;2021-01-14;38;176
23;59;2021-01-15;50;226
23;59;2021-01-16;23;249
23;59;2021-01-18;30;279
23;59;2021-01-19;28;307
23;59;2021-01-20;30;337
23;59;2021-01-21;29;366
23;59;2021-01-22;32;398
23;59;2021-01-23;30;428
23;59;2021-01-25;13;441
23;59;2021-01-26;12;453
23;59;2021-01-27;6;459
23;64;2021-01-07;9;9
23;64;2021-01-08;6;15
23;64;2021-01-09;1;16
23;64;2021-01-11;9;25
23;64;2021-01-12;4;29
23;64;2021-01-13;26;55
23;64;2021-01-14;17;72
23;64;2021-01-15;18;90
23;64;2021-01-16;7;97
23;64;2021-01-18;8;105
23;64;2021-01-19;12;117
23;64;2021-01-20;11;128
23;64;2021-01-21;13;141
23;64;2021-01-22;7;148
23;64;2021-01-23;17;165
23;64;2021-01-25;16;181
23;64;2021-01-26;13;194
23;64;2021-01-27;2;196
23;69;2021-01-07;7;7
23;69;2021-01-08;6;13
23;69;2021-01-09;2;15
23;69;2021-01-11;4;19
23;69;2021-01-12;6;25
23;69;2021-01-13;7;32
23;69;2021-01-14;17;49
23;69;2021-01-15;10;59
23;69;2021-01-16;6;65
23;69;2021-01-18;9;74
23;69;2021-01-19;14;88
23;69;2021-01-20;21;109
23;69;2021-01-21;14;123
23;69;2021-01-22;7;130
23;69;2021-01-23;14;144
23;69;2021-01-25;19;163
23;69;2021-01-26;4;167
23;69;2021-01-27;1;168
23;74;2021-01-07;6;6
23;74;2021-01-08;11;17
23;74;2021-01-09;3;20
23;74;2021-01-11;2;22
23;74;2021-01-12;8;30
23;74;2021-01-13;11;41
23;74;2021-01-14;13;54
23;74;2021-01-15;16;70
23;74;2021-01-16;3;73
23;74;2021-01-18;11;84
23;74;2021-01-19;18;102
23;74;2021-01-20;18;120
23;74;2021-01-21;22;142
23;74;2021-01-22;27;169
23;74;2021-01-23;22;191
23;74;2021-01-25;25;216
23;74;2021-01-26;11;227
23;74;2021-01-27;9;236
23;79;2021-01-07;1;1
23;79;2021-01-08;6;7
23;79;2021-01-11;2;9
23;79;2021-01-12;11;20
23;79;2021-01-13;16;36
23;79;2021-01-14;10;46
23;79;2021-01-15;57;103
23;79;2021-01-16;41;144
23;79;2021-01-18;82;226
23;79;2021-01-19;99;325
23;79;2021-01-20;82;407
23;79;2021-01-21;77;484
23;79;2021-01-22;59;543
23;79;2021-01-23;87;630
23;79;2021-01-25;108;738
23;79;2021-01-26;60;798
23;79;2021-01-27;45;843
23;80;2021-01-07;10;10
23;80;2021-01-08;38;48
23;80;2021-01-09;26;74
23;80;2021-01-10;1;75
23;80;2021-01-11;62;137
23;80;2021-01-12;109;246
23;80;2021-01-13;111;357
23;80;2021-01-14;112;469
23;80;2021-01-15;112;581
23;80;2021-01-16;46;627
23;80;2021-01-18;169;796
23;80;2021-01-19;227;1023
23;80;2021-01-20;144;1167
23;80;2021-01-21;367;1534
23;80;2021-01-22;197;1731
23;80;2021-01-23;177;1908
23;80;2021-01-25;155;2063
23;80;2021-01-26;133;2196
23;80;2021-01-27;81;2277
24;0;2020-12-29;2;2
24;0;2021-01-07;190;192
24;0;2021-01-08;277;469
24;0;2021-01-09;185;654
24;0;2021-01-10;35;689
24;0;2021-01-11;270;959
24;0;2021-01-12;280;1239
24;0;2021-01-13;232;1471
24;0;2021-01-14;984;2455
24;0;2021-01-15;586;3041
24;0;2021-01-16;86;3127
24;0;2021-01-18;298;3425
24;0;2021-01-19;458;3883
24;0;2021-01-20;487;4370
24;0;2021-01-21;608;4978
24;0;2021-01-22;504;5482
24;0;2021-01-23;149;5631
24;0;2021-01-25;380;6011
24;0;2021-01-26;516;6527
24;0;2021-01-27;903;7430
24;24;2021-01-07;1;1
24;24;2021-01-09;1;2
24;24;2021-01-11;4;6
24;24;2021-01-12;5;11
24;24;2021-01-14;4;15
24;24;2021-01-15;3;18
24;24;2021-01-16;1;19
24;24;2021-01-21;1;20
24;24;2021-01-22;1;21
24;24;2021-01-27;4;25
24;29;2021-01-07;1;1
24;29;2021-01-08;4;5
24;29;2021-01-11;4;9
24;29;2021-01-12;7;16
24;29;2021-01-13;1;17
24;29;2021-01-14;3;20
24;29;2021-01-15;4;24
24;29;2021-01-16;1;25
24;29;2021-01-19;4;29
24;29;2021-01-20;3;32
24;29;2021-01-25;1;33
24;29;2021-01-26;1;34
24;29;2021-01-27;8;42
24;39;2021-01-07;3;3
24;39;2021-01-08;5;8
24;39;2021-01-09;16;24
24;39;2021-01-10;8;32
24;39;2021-01-11;29;61
24;39;2021-01-12;33;94
24;39;2021-01-13;3;97
24;39;2021-01-14;11;108
24;39;2021-01-15;12;120
24;39;2021-01-16;6;126
24;39;2021-01-18;3;129
24;39;2021-01-19;9;138
24;39;2021-01-20;7;145
24;39;2021-01-21;15;160
24;39;2021-01-22;2;162
24;39;2021-01-23;1;163
24;39;2021-01-25;7;170
24;39;2021-01-26;7;177
24;39;2021-01-27;30;207
24;49;2021-01-07;6;6
24;49;2021-01-08;21;27
24;49;2021-01-09;20;47
24;49;2021-01-10;10;57
24;49;2021-01-11;24;81
24;49;2021-01-12;34;115
24;49;2021-01-13;13;128
24;49;2021-01-14;58;186
24;49;2021-01-15;43;229
24;49;2021-01-16;10;239
24;49;2021-01-18;11;250
24;49;2021-01-19;21;271
24;49;2021-01-20;6;277
24;49;2021-01-21;14;291
24;49;2021-01-22;10;301
24;49;2021-01-23;3;304
24;49;2021-01-25;10;314
24;49;2021-01-26;13;327
24;49;2021-01-27;44;371
24;59;2021-01-07;28;28
24;59;2021-01-08;66;94
24;59;2021-01-09;71;165
24;59;2021-01-10;9;174
24;59;2021-01-11;80;254
24;59;2021-01-12;53;307
24;59;2021-01-13;70;377
24;59;2021-01-14;196;573
24;59;2021-01-15;162;735
24;59;2021-01-16;25;760
24;59;2021-01-18;90;850
24;59;2021-01-19;120;970
24;59;2021-01-20;61;1031
24;59;2021-01-21;64;1095
24;59;2021-01-22;65;1160
24;59;2021-01-23;4;1164
24;59;2021-01-25;53;1217
24;59;2021-01-26;35;1252
24;59;2021-01-27;114;1366
24;64;2021-01-07;16;16
24;64;2021-01-08;28;44
24;64;2021-01-09;17;61
24;64;2021-01-10;3;64
24;64;2021-01-11;29;93
24;64;2021-01-12;30;123
24;64;2021-01-13;37;160
24;64;2021-01-14;75;235
24;64;2021-01-15;54;289
24;64;2021-01-16;3;292
24;64;2021-01-18;47;339
24;64;2021-01-19;46;385
24;64;2021-01-20;32;417
24;64;2021-01-21;27;444
24;64;2021-01-22;29;473
24;64;2021-01-23;5;478
24;64;2021-01-25;23;501
24;64;2021-01-26;35;536
24;64;2021-01-27;77;613
24;69;2021-01-07;8;8
24;69;2021-01-08;21;29
24;69;2021-01-09;6;35
24;69;2021-01-10;3;38
24;69;2021-01-11;10;48
24;69;2021-01-12;12;60
24;69;2021-01-13;18;78
24;69;2021-01-14;51;129
24;69;2021-01-15;32;161
24;69;2021-01-16;1;162
24;69;2021-01-18;15;177
24;69;2021-01-19;25;202
24;69;2021-01-20;32;234
24;69;2021-01-21;27;261
24;69;2021-01-22;18;279
24;69;2021-01-23;3;282
24;69;2021-01-25;17;299
24;69;2021-01-26;13;312
24;69;2021-01-27;59;371
24;74;2021-01-07;5;5
24;74;2021-01-08;24;29
24;74;2021-01-09;3;32
24;74;2021-01-10;2;34
24;74;2021-01-11;12;46
24;74;2021-01-12;12;58
24;74;2021-01-13;13;71
24;74;2021-01-14;55;126
24;74;2021-01-15;38;164
24;74;2021-01-16;1;165
24;74;2021-01-18;17;182
24;74;2021-01-19;21;203
24;74;2021-01-20;26;229
24;74;2021-01-21;47;276
24;74;2021-01-22;29;305
24;74;2021-01-23;7;312
24;74;2021-01-25;23;335
24;74;2021-01-26;25;360
24;74;2021-01-27;57;417
24;79;2020-12-29;1;1
24;79;2021-01-07;8;9
24;79;2021-01-08;18;27
24;79;2021-01-09;3;30
24;79;2021-01-11;8;38
24;79;2021-01-12;17;55
24;79;2021-01-13;10;65
24;79;2021-01-14;49;114
24;79;2021-01-15;32;146
24;79;2021-01-16;16;162
24;79;2021-01-18;28;190
24;79;2021-01-19;58;248
24;79;2021-01-20;110;358
24;79;2021-01-21;157;515
24;79;2021-01-22;113;628
24;79;2021-01-23;52;680
24;79;2021-01-25;80;760
24;79;2021-01-26;136;896
24;79;2021-01-27;145;1041
24;80;2020-12-29;1;1
24;80;2021-01-07;114;115
24;80;2021-01-08;90;205
24;80;2021-01-09;48;253
24;80;2021-01-11;70;323
24;80;2021-01-12;77;400
24;80;2021-01-13;67;467
24;80;2021-01-14;482;949
24;80;2021-01-15;206;1155
24;80;2021-01-16;22;1177
24;80;2021-01-18;87;1264
24;80;2021-01-19;154;1418
24;80;2021-01-20;210;1628
24;80;2021-01-21;256;1884
24;80;2021-01-22;237;2121
24;80;2021-01-23;74;2195
24;80;2021-01-25;166;2361
24;80;2021-01-26;251;2612
24;80;2021-01-27;365;2977
25;0;2021-01-06;73;73
25;0;2021-01-07;233;306
25;0;2021-01-08;317;623
25;0;2021-01-09;103;726
25;0;2021-01-11;464;1190
25;0;2021-01-12;625;1815
25;0;2021-01-13;572;2387
25;0;2021-01-14;778;3165
25;0;2021-01-15;653;3818
25;0;2021-01-16;196;4014
25;0;2021-01-17;111;4125
25;0;2021-01-18;1016;5141
25;0;2021-01-19;1212;6353
25;0;2021-01-20;1384;7737
25;0;2021-01-21;1682;9419
25;0;2021-01-22;1386;10805
25;0;2021-01-23;477;11282
25;0;2021-01-24;118;11400
25;0;2021-01-25;862;12262
25;0;2021-01-26;1342;13604
25;0;2021-01-27;1176;14780
25;24;2021-01-08;2;2
25;24;2021-01-09;2;4
25;24;2021-01-11;2;6
25;24;2021-01-12;1;7
25;24;2021-01-13;8;15
25;24;2021-01-14;3;18
25;24;2021-01-15;5;23
25;24;2021-01-19;1;24
25;24;2021-01-20;1;25
25;24;2021-01-21;2;27
25;24;2021-01-26;1;28
25;24;2021-01-27;1;29
25;29;2021-01-08;1;1
25;29;2021-01-09;2;3
25;29;2021-01-11;6;9
25;29;2021-01-12;5;14
25;29;2021-01-13;4;18
25;29;2021-01-14;10;28
25;29;2021-01-15;8;36
25;29;2021-01-16;1;37
25;29;2021-01-18;2;39
25;29;2021-01-19;1;40
25;29;2021-01-20;3;43
25;29;2021-01-21;9;52
25;29;2021-01-22;4;56
25;29;2021-01-23;4;60
25;29;2021-01-25;1;61
25;29;2021-01-26;4;65
25;29;2021-01-27;4;69
25;39;2021-01-07;2;2
25;39;2021-01-08;24;26
25;39;2021-01-09;15;41
25;39;2021-01-11;23;64
25;39;2021-01-12;29;93
25;39;2021-01-13;33;126
25;39;2021-01-14;41;167
25;39;2021-01-15;21;188
25;39;2021-01-16;6;194
25;39;2021-01-17;2;196
25;39;2021-01-18;8;204
25;39;2021-01-19;12;216
25;39;2021-01-20;8;224
25;39;2021-01-21;34;258
25;39;2021-01-22;22;280
25;39;2021-01-23;1;281
25;39;2021-01-24;1;282
25;39;2021-01-25;4;286
25;39;2021-01-26;19;305
25;39;2021-01-27;10;315
25;49;2021-01-06;3;3
25;49;2021-01-07;16;19
25;49;2021-01-08;38;57
25;49;2021-01-09;17;74
25;49;2021-01-11;38;112
25;49;2021-01-12;36;148
25;49;2021-01-13;54;202
25;49;2021-01-14;73;275
25;49;2021-01-15;42;317
25;49;2021-01-16;12;329
25;49;2021-01-18;22;351
25;49;2021-01-19;20;371
25;49;2021-01-20;15;386
25;49;2021-01-21;57;443
25;49;2021-01-22;28;471
25;49;2021-01-23;8;479
25;49;2021-01-24;1;480
25;49;2021-01-25;9;489
25;49;2021-01-26;24;513
25;49;2021-01-27;13;526
25;59;2021-01-06;19;19
25;59;2021-01-07;128;147
25;59;2021-01-08;128;275
25;59;2021-01-09;30;305
25;59;2021-01-11;193;498
25;59;2021-01-12;153;651
25;59;2021-01-13;173;824
25;59;2021-01-14;219;1043
25;59;2021-01-15;179;1222
25;59;2021-01-16;50;1272
25;59;2021-01-17;9;1281
25;59;2021-01-18;75;1356
25;59;2021-01-19;81;1437
25;59;2021-01-20;69;1506
25;59;2021-01-21;139;1645
25;59;2021-01-22;88;1733
25;59;2021-01-23;17;1750
25;59;2021-01-24;1;1751
25;59;2021-01-25;46;1797
25;59;2021-01-26;56;1853
25;59;2021-01-27;48;1901
25;64;2021-01-06;18;18
25;64;2021-01-07;35;53
25;64;2021-01-08;55;108
25;64;2021-01-09;22;130
25;64;2021-01-11;76;206
25;64;2021-01-12;51;257
25;64;2021-01-13;65;322
25;64;2021-01-14;78;400
25;64;2021-01-15;69;469
25;64;2021-01-16;29;498
25;64;2021-01-17;4;502
25;64;2021-01-18;29;531
25;64;2021-01-19;32;563
25;64;2021-01-20;36;599
25;64;2021-01-21;54;653
25;64;2021-01-22;41;694
25;64;2021-01-23;14;708
25;64;2021-01-24;3;711
25;64;2021-01-25;25;736
25;64;2021-01-26;20;756
25;64;2021-01-27;33;789
25;69;2021-01-06;2;2
25;69;2021-01-07;18;20
25;69;2021-01-08;14;34
25;69;2021-01-09;8;42
25;69;2021-01-11;28;70
25;69;2021-01-12;22;92
25;69;2021-01-13;52;144
25;69;2021-01-14;43;187
25;69;2021-01-15;33;220
25;69;2021-01-16;14;234
25;69;2021-01-17;4;238
25;69;2021-01-18;28;266
25;69;2021-01-19;32;298
25;69;2021-01-20;33;331
25;69;2021-01-21;49;380
25;69;2021-01-22;26;406
25;69;2021-01-23;14;420
25;69;2021-01-24;2;422
25;69;2021-01-25;26;448
25;69;2021-01-26;41;489
25;69;2021-01-27;37;526
25;74;2021-01-08;7;7
25;74;2021-01-09;1;8
25;74;2021-01-11;25;33
25;74;2021-01-12;44;77
25;74;2021-01-13;33;110
25;74;2021-01-14;26;136
25;74;2021-01-15;37;173
25;74;2021-01-16;15;188
25;74;2021-01-17;8;196
25;74;2021-01-18;66;262
25;74;2021-01-19;60;322
25;74;2021-01-20;54;376
25;74;2021-01-21;93;469
25;74;2021-01-22;57;526
25;74;2021-01-23;25;551
25;74;2021-01-24;3;554
25;74;2021-01-25;34;588
25;74;2021-01-26;67;655
25;74;2021-01-27;43;698
25;79;2021-01-06;2;2
25;79;2021-01-07;5;7
25;79;2021-01-08;9;16
25;79;2021-01-09;2;18
25;79;2021-01-11;12;30
25;79;2021-01-12;31;61
25;79;2021-01-13;36;97
25;79;2021-01-14;91;188
25;79;2021-01-15;105;293
25;79;2021-01-16;30;323
25;79;2021-01-17;38;361
25;79;2021-01-18;320;681
25;79;2021-01-19;365;1046
25;79;2021-01-20;386;1432
25;79;2021-01-21;387;1819
25;79;2021-01-22;371;2190
25;79;2021-01-23;140;2330
25;79;2021-01-24;40;2370
25;79;2021-01-25;268;2638
25;79;2021-01-26;401;3039
25;79;2021-01-27;298;3337
25;80;2021-01-06;29;29
25;80;2021-01-07;29;58
25;80;2021-01-08;39;97
25;80;2021-01-09;4;101
25;80;2021-01-11;61;162
25;80;2021-01-12;253;415
25;80;2021-01-13;114;529
25;80;2021-01-14;194;723
25;80;2021-01-15;154;877
25;80;2021-01-16;39;916
25;80;2021-01-17;46;962
25;80;2021-01-18;466;1428
25;80;2021-01-19;608;2036
25;80;2021-01-20;779;2815
25;80;2021-01-21;858;3673
25;80;2021-01-22;749;4422
25;80;2021-01-23;254;4676
25;80;2021-01-24;67;4743
25;80;2021-01-25;449;5192
25;80;2021-01-26;709;5901
25;80;2021-01-27;688;6589
26;0;2021-01-07;122;122
26;0;2021-01-08;122;244
26;0;2021-01-11;254;498
26;0;2021-01-12;172;670
26;0;2021-01-13;379;1049
26;0;2021-01-14;459;1508
26;0;2021-01-15;556;2064
26;0;2021-01-16;250;2314
26;0;2021-01-18;615;2929
26;0;2021-01-19;713;3642
26;0;2021-01-20;697;4339
26;0;2021-01-21;665;5004
26;0;2021-01-22;745;5749
26;0;2021-01-23;564;6313
26;0;2021-01-24;24;6337
26;0;2021-01-25;678;7015
26;0;2021-01-26;795;7810
26;0;2021-01-27;732;8542
26;24;2021-01-11;1;1
26;24;2021-01-15;2;3
26;24;2021-01-21;1;4
26;24;2021-01-25;3;7
26;24;2021-01-27;1;8
26;29;2021-01-11;1;1
26;29;2021-01-14;1;2
26;29;2021-01-15;2;4
26;29;2021-01-18;3;7
26;29;2021-01-19;1;8
26;29;2021-01-20;1;9
26;29;2021-01-21;1;10
26;29;2021-01-22;7;17
26;29;2021-01-23;2;19
26;29;2021-01-26;1;20
26;29;2021-01-27;3;23
26;39;2021-01-08;1;1
26;39;2021-01-11;2;3
26;39;2021-01-12;2;5
26;39;2021-01-13;6;11
26;39;2021-01-14;14;25
26;39;2021-01-15;18;43
26;39;2021-01-16;3;46
26;39;2021-01-18;10;56
26;39;2021-01-19;9;65
26;39;2021-01-20;3;68
26;39;2021-01-21;3;71
26;39;2021-01-22;14;85
26;39;2021-01-23;9;94
26;39;2021-01-25;4;98
26;39;2021-01-26;14;112
26;39;2021-01-27;7;119
26;49;2021-01-08;3;3
26;49;2021-01-11;8;11
26;49;2021-01-12;10;21
26;49;2021-01-13;19;40
26;49;2021-01-14;29;69
26;49;2021-01-15;44;113
26;49;2021-01-16;2;115
26;49;2021-01-18;19;134
26;49;2021-01-19;13;147
26;49;2021-01-20;18;165
26;49;2021-01-21;12;177
26;49;2021-01-22;19;196
26;49;2021-01-23;15;211
26;49;2021-01-25;21;232
26;49;2021-01-26;17;249
26;49;2021-01-27;12;261
26;59;2021-01-07;19;19
26;59;2021-01-08;39;58
26;59;2021-01-11;57;115
26;59;2021-01-12;62;177
26;59;2021-01-13;132;309
26;59;2021-01-14;157;466
26;59;2021-01-15;144;610
26;59;2021-01-16;46;656
26;59;2021-01-18;115;771
26;59;2021-01-19;131;902
26;59;2021-01-20;98;1000
26;59;2021-01-21;82;1082
26;59;2021-01-22;114;1196
26;59;2021-01-23;57;1253
26;59;2021-01-24;3;1256
26;59;2021-01-25;48;1304
26;59;2021-01-26;88;1392
26;59;2021-01-27;49;1441
26;64;2021-01-07;4;4
26;64;2021-01-08;12;16
26;64;2021-01-11;39;55
26;64;2021-01-12;32;87
26;64;2021-01-13;57;144
26;64;2021-01-14;71;215
26;64;2021-01-15;47;262
26;64;2021-01-16;30;292
26;64;2021-01-18;41;333
26;64;2021-01-19;37;370
26;64;2021-01-20;38;408
26;64;2021-01-21;31;439
26;64;2021-01-22;37;476
26;64;2021-01-23;28;504
26;64;2021-01-24;1;505
26;64;2021-01-25;22;527
26;64;2021-01-26;27;554
26;64;2021-01-27;22;576
26;69;2021-01-07;2;2
26;69;2021-01-08;7;9
26;69;2021-01-11;15;24
26;69;2021-01-12;12;36
26;69;2021-01-13;27;63
26;69;2021-01-14;17;80
26;69;2021-01-15;33;113
26;69;2021-01-16;7;120
26;69;2021-01-18;18;138
26;69;2021-01-19;25;163
26;69;2021-01-20;18;181
26;69;2021-01-21;26;207
26;69;2021-01-22;14;221
26;69;2021-01-23;15;236
26;69;2021-01-25;14;250
26;69;2021-01-26;23;273
26;69;2021-01-27;9;282
26;74;2021-01-07;2;2
26;74;2021-01-08;9;11
26;74;2021-01-11;14;25
26;74;2021-01-12;12;37
26;74;2021-01-13;20;57
26;74;2021-01-14;25;82
26;74;2021-01-15;18;100
26;74;2021-01-16;6;106
26;74;2021-01-18;20;126
26;74;2021-01-19;15;141
26;74;2021-01-20;30;171
26;74;2021-01-21;24;195
26;74;2021-01-22;13;208
26;74;2021-01-23;23;231
26;74;2021-01-24;2;233
26;74;2021-01-25;38;271
26;74;2021-01-26;29;300
26;74;2021-01-27;27;327
26;79;2021-01-07;8;8
26;79;2021-01-08;10;18
26;79;2021-01-11;15;33
26;79;2021-01-12;9;42
26;79;2021-01-13;18;60
26;79;2021-01-14;48;108
26;79;2021-01-15;97;205
26;79;2021-01-16;62;267
26;79;2021-01-18;176;443
26;79;2021-01-19;184;627
26;79;2021-01-20;204;831
26;79;2021-01-21;193;1024
26;79;2021-01-22;236;1260
26;79;2021-01-23;186;1446
26;79;2021-01-24;11;1457
26;79;2021-01-25;206;1663
26;79;2021-01-26;223;1886
26;79;2021-01-27;207;2093
26;80;2021-01-07;87;87
26;80;2021-01-08;41;128
26;80;2021-01-11;102;230
26;80;2021-01-12;33;263
26;80;2021-01-13;100;363
26;80;2021-01-14;97;460
26;80;2021-01-15;151;611
26;80;2021-01-16;94;705
26;80;2021-01-18;213;918
26;80;2021-01-19;298;1216
26;80;2021-01-20;287;1503
26;80;2021-01-21;292;1795
26;80;2021-01-22;291;2086
26;80;2021-01-23;229;2315
26;80;2021-01-24;7;2322
26;80;2021-01-25;322;2644
26;80;2021-01-26;373;3017
26;80;2021-01-27;395;3412
27;0;2021-01-05;15;15
27;0;2021-01-06;159;174
27;0;2021-01-07;345;519
27;0;2021-01-08;356;875
27;0;2021-01-09;70;945
27;0;2021-01-10;100;1045
27;0;2021-01-11;306;1351
27;0;2021-01-12;390;1741
27;0;2021-01-13;717;2458
27;0;2021-01-14;1287;3745
27;0;2021-01-15;1123;4868
27;0;2021-01-16;329;5197
27;0;2021-01-17;203;5400
27;0;2021-01-18;757;6157
27;0;2021-01-19;736;6893
27;0;2021-01-20;843;7736
27;0;2021-01-21;604;8340
27;0;2021-01-22;771;9111
27;0;2021-01-23;348;9459
27;0;2021-01-24;163;9622
27;0;2021-01-25;620;10242
27;0;2021-01-26;452;10694
27;0;2021-01-27;476;11170
27;24;2021-01-08;1;1
27;24;2021-01-11;2;3
27;24;2021-01-12;1;4
27;24;2021-01-13;1;5
27;24;2021-01-14;9;14
27;24;2021-01-15;9;23
27;24;2021-01-16;1;24
27;24;2021-01-17;1;25
27;24;2021-01-18;1;26
27;24;2021-01-19;2;28
27;24;2021-01-20;3;31
27;24;2021-01-21;1;32
27;24;2021-01-23;1;33
27;24;2021-01-26;1;34
27;29;2021-01-05;1;1
27;29;2021-01-08;1;2
27;29;2021-01-09;4;6
27;29;2021-01-10;2;8
27;29;2021-01-11;2;10
27;29;2021-01-12;5;15
27;29;2021-01-13;6;21
27;29;2021-01-14;15;36
27;29;2021-01-15;21;57
27;29;2021-01-16;1;58
27;29;2021-01-18;5;63
