dep;sexe;jour;n_dose1;n_cum_dose1
15;1;2021-01-07;24;24
15;1;2021-01-08;41;65
15;1;2021-01-11;39;104
15;1;2021-01-12;34;138
15;1;2021-01-13;70;208
15;1;2021-01-14;91;299
15;1;2021-01-15;45;344
15;1;2021-01-16;38;382
15;1;2021-01-18;178;560
15;1;2021-01-19;225;785
15;1;2021-01-20;244;1029
15;1;2021-01-21;244;1273
15;1;2021-01-22;240;1513
15;1;2021-01-23;184;1697
15;1;2021-01-24;3;1700
15;1;2021-01-25;177;1877
15;1;2021-01-26;167;2044
15;1;2021-01-27;218;2262
15;2;2021-01-07;45;45
15;2;2021-01-08;58;103
15;2;2021-01-11;53;156
15;2;2021-01-12;57;213
15;2;2021-01-13;143;356
15;2;2021-01-14;187;543
15;2;2021-01-15;89;632
15;2;2021-01-16;52;684
15;2;2021-01-18;201;885
15;2;2021-01-19;281;1166
15;2;2021-01-20;322;1488
15;2;2021-01-21;285;1773
15;2;2021-01-22;246;2019
15;2;2021-01-23;248;2267
15;2;2021-01-24;3;2270
15;2;2021-01-25;208;2478
15;2;2021-01-26;249;2727
15;2;2021-01-27;412;3139
16;0;2021-01-04;1;1
16;0;2021-01-05;1;2
16;0;2021-01-06;83;85
16;0;2021-01-07;233;318
16;0;2021-01-08;394;712
16;0;2021-01-09;1;713
16;0;2021-01-11;252;965
16;0;2021-01-12;396;1361
16;0;2021-01-13;448;1809
16;0;2021-01-14;529;2338
16;0;2021-01-15;415;2753
16;0;2021-01-18;413;3166
16;0;2021-01-19;762;3928
16;0;2021-01-20;1066;4994
16;0;2021-01-21;1167;6161
16;0;2021-01-22;978;7139
16;0;2021-01-23;181;7320
16;0;2021-01-25;597;7917
16;0;2021-01-26;880;8797
16;0;2021-01-27;1329;10126
16;1;2021-01-06;20;20
16;1;2021-01-07;97;117
16;1;2021-01-08;140;257
16;1;2021-01-11;85;342
16;1;2021-01-12;142;484
16;1;2021-01-13;129;613
16;1;2021-01-14;149;762
16;1;2021-01-15;149;911
16;1;2021-01-18;180;1091
16;1;2021-01-19;363;1454
16;1;2021-01-20;416;1870
16;1;2021-01-21;422;2292
16;1;2021-01-22;429;2721
16;1;2021-01-23;73;2794
16;1;2021-01-25;271;3065
16;1;2021-01-26;402;3467
16;1;2021-01-27;472;3939
16;2;2021-01-04;1;1
16;2;2021-01-05;1;2
16;2;2021-01-06;63;65
16;2;2021-01-07;136;201
16;2;2021-01-08;254;455
16;2;2021-01-09;1;456
16;2;2021-01-11;167;623
16;2;2021-01-12;254;877
16;2;2021-01-13;319;1196
16;2;2021-01-14;380;1576
16;2;2021-01-15;266;1842
16;2;2021-01-18;233;2075
16;2;2021-01-19;399;2474
16;2;2021-01-20;650;3124
16;2;2021-01-21;745;3869
16;2;2021-01-22;549;4418
16;2;2021-01-23;108;4526
16;2;2021-01-25;325;4851
16;2;2021-01-26;477;5328
16;2;2021-01-27;857;6185
17;0;2021-01-04;54;54
17;0;2021-01-05;68;122
17;0;2021-01-06;128;250
17;0;2021-01-07;381;631
17;0;2021-01-08;333;964
17;0;2021-01-11;307;1271
17;0;2021-01-12;685;1956
17;0;2021-01-13;564;2520
17;0;2021-01-14;570;3090
17;0;2021-01-15;583;3673
17;0;2021-01-16;121;3794
17;0;2021-01-17;17;3811
17;0;2021-01-18;638;4449
17;0;2021-01-19;1672;6121
17;0;2021-01-20;2190;8311
17;0;2021-01-21;2349;10660
17;0;2021-01-22;1752;12412
17;0;2021-01-23;686;13098
17;0;2021-01-24;48;13146
17;0;2021-01-25;1325;14471
17;0;2021-01-26;1977;16448
17;0;2021-01-27;1547;17995
17;1;2021-01-04;29;29
17;1;2021-01-05;34;63
17;1;2021-01-06;47;110
17;1;2021-01-07;165;275
17;1;2021-01-08;130;405
17;1;2021-01-11;141;546
17;1;2021-01-12;231;777
17;1;2021-01-13;220;997
17;1;2021-01-14;219;1216
17;1;2021-01-15;235;1451
17;1;2021-01-16;84;1535
17;1;2021-01-17;7;1542
17;1;2021-01-18;220;1762
17;1;2021-01-19;610;2372
17;1;2021-01-20;884;3256
17;1;2021-01-21;901;4157
17;1;2021-01-22;775;4932
17;1;2021-01-23;355;5287
17;1;2021-01-24;22;5309
17;1;2021-01-25;648;5957
17;1;2021-01-26;805;6762
17;1;2021-01-27;719;7481
17;2;2021-01-04;25;25
17;2;2021-01-05;34;59
17;2;2021-01-06;81;140
17;2;2021-01-07;216;356
17;2;2021-01-08;203;559
17;2;2021-01-11;166;725
17;2;2021-01-12;454;1179
17;2;2021-01-13;344;1523
17;2;2021-01-14;351;1874
17;2;2021-01-15;348;2222
17;2;2021-01-16;37;2259
17;2;2021-01-17;10;2269
17;2;2021-01-18;418;2687
17;2;2021-01-19;1061;3748
17;2;2021-01-20;1306;5054
17;2;2021-01-21;1448;6502
17;2;2021-01-22;977;7479
17;2;2021-01-23;331;7810
17;2;2021-01-24;26;7836
17;2;2021-01-25;677;8513
17;2;2021-01-26;1172;9685
17;2;2021-01-27;828;10513
18;0;2021-01-04;3;3
18;0;2021-01-06;1;4
18;0;2021-01-07;25;29
18;0;2021-01-08;64;93
18;0;2021-01-09;222;315
18;0;2021-01-10;146;461
18;0;2021-01-11;170;631
18;0;2021-01-12;372;1003
18;0;2021-01-13;270;1273
18;0;2021-01-14;267;1540
18;0;2021-01-15;297;1837
18;0;2021-01-16;172;2009
18;0;2021-01-18;258;2267
18;0;2021-01-19;1277;3544
18;0;2021-01-20;1040;4584
18;0;2021-01-21;880;5464
18;0;2021-01-22;647;6111
18;0;2021-01-23;204;6315
18;0;2021-01-25;376;6691
18;0;2021-01-26;362;7053
18;0;2021-01-27;385;7438
18;1;2021-01-06;1;1
18;1;2021-01-07;6;7
18;1;2021-01-08;24;31
18;1;2021-01-09;117;148
18;1;2021-01-10;58;206
18;1;2021-01-11;60;266
18;1;2021-01-12;124;390
18;1;2021-01-13;80;470
18;1;2021-01-14;82;552
18;1;2021-01-15;109;661
18;1;2021-01-16;74;735
18;1;2021-01-18;118;853
18;1;2021-01-19;414;1267
18;1;2021-01-20;347;1614
18;1;2021-01-21;325;1939
18;1;2021-01-22;258;2197
18;1;2021-01-23;92;2289
18;1;2021-01-25;159;2448
18;1;2021-01-26;150;2598
18;1;2021-01-27;158;2756
18;2;2021-01-04;3;3
18;2;2021-01-07;19;22
18;2;2021-01-08;40;62
18;2;2021-01-09;104;166
18;2;2021-01-10;88;254
18;2;2021-01-11;110;364
18;2;2021-01-12;248;612
18;2;2021-01-13;190;802
18;2;2021-01-14;185;987
18;2;2021-01-15;188;1175
18;2;2021-01-16;98;1273
18;2;2021-01-18;140;1413
18;2;2021-01-19;863;2276
18;2;2021-01-20;693;2969
18;2;2021-01-21;555;3524
18;2;2021-01-22;389;3913
18;2;2021-01-23;112;4025
18;2;2021-01-25;217;4242
18;2;2021-01-26;212;4454
18;2;2021-01-27;227;4681
19;0;2021-01-07;341;341
19;0;2021-01-08;246;587
19;0;2021-01-10;1;588
19;0;2021-01-11;37;625
19;0;2021-01-12;408;1033
19;0;2021-01-13;410;1443
19;0;2021-01-14;466;1909
19;0;2021-01-15;223;2132
19;0;2021-01-18;250;2382
19;0;2021-01-19;516;2898
19;0;2021-01-20;753;3651
19;0;2021-01-21;489;4140
19;0;2021-01-22;1282;5422
19;0;2021-01-23;280;5702
19;0;2021-01-24;36;5738
19;0;2021-01-25;225;5963
19;0;2021-01-26;600;6563
19;0;2021-01-27;319;6882
19;1;2021-01-07;115;115
19;1;2021-01-08;76;191
19;1;2021-01-11;31;222
19;1;2021-01-12;156;378
19;1;2021-01-13;163;541
19;1;2021-01-14;180;721
19;1;2021-01-15;74;795
19;1;2021-01-18;92;887
19;1;2021-01-19;196;1083
19;1;2021-01-20;286;1369
19;1;2021-01-21;198;1567
19;1;2021-01-22;457;2024
19;1;2021-01-23;97;2121
19;1;2021-01-24;16;2137
19;1;2021-01-25;75;2212
19;1;2021-01-26;218;2430
19;1;2021-01-27;140;2570
19;2;2021-01-07;226;226
19;2;2021-01-08;170;396
19;2;2021-01-10;1;397
19;2;2021-01-11;6;403
19;2;2021-01-12;252;655
19;2;2021-01-13;247;902
19;2;2021-01-14;286;1188
19;2;2021-01-15;149;1337
19;2;2021-01-18;158;1495
19;2;2021-01-19;320;1815
19;2;2021-01-20;467;2282
19;2;2021-01-21;291;2573
19;2;2021-01-22;825;3398
19;2;2021-01-23;183;3581
19;2;2021-01-24;20;3601
19;2;2021-01-25;150;3751
19;2;2021-01-26;382;4133
19;2;2021-01-27;179;4312
21;0;2020-12-27;4;4
21;0;2020-12-29;19;23
21;0;2020-12-30;20;43
21;0;2021-01-04;16;59
21;0;2021-01-05;247;306
21;0;2021-01-06;285;591
21;0;2021-01-07;379;970
21;0;2021-01-08;435;1405
21;0;2021-01-09;239;1644
21;0;2021-01-11;596;2240
21;0;2021-01-12;587;2827
21;0;2021-01-13;599;3426
21;0;2021-01-14;1034;4460
21;0;2021-01-15;665;5125
21;0;2021-01-16;159;5284
21;0;2021-01-17;4;5288
21;0;2021-01-18;1000;6288
21;0;2021-01-19;1083;7371
21;0;2021-01-20;1129;8500
21;0;2021-01-21;1304;9804
21;0;2021-01-22;954;10758
21;0;2021-01-23;427;11185
21;0;2021-01-24;103;11288
21;0;2021-01-25;669;11957
21;0;2021-01-26;1228;13185
21;0;2021-01-27;1628;14813
21;1;2020-12-27;4;4
21;1;2020-12-29;9;13
21;1;2020-12-30;2;15
21;1;2021-01-04;8;23
21;1;2021-01-05;107;130
21;1;2021-01-06;110;240
21;1;2021-01-07;170;410
21;1;2021-01-08;190;600
21;1;2021-01-09;65;665
21;1;2021-01-11;196;861
21;1;2021-01-12;200;1061
21;1;2021-01-13;185;1246
21;1;2021-01-14;333;1579
21;1;2021-01-15;200;1779
21;1;2021-01-16;73;1852
21;1;2021-01-17;1;1853
21;1;2021-01-18;414;2267
21;1;2021-01-19;426;2693
21;1;2021-01-20;461;3154
21;1;2021-01-21;502;3656
21;1;2021-01-22;378;4034
21;1;2021-01-23;203;4237
21;1;2021-01-24;44;4281
21;1;2021-01-25;286;4567
21;1;2021-01-26;479;5046
21;1;2021-01-27;547;5593
21;2;2020-12-29;10;10
21;2;2020-12-30;18;28
21;2;2021-01-04;8;36
21;2;2021-01-05;140;176
21;2;2021-01-06;175;351
21;2;2021-01-07;209;560
21;2;2021-01-08;245;805
21;2;2021-01-09;174;979
21;2;2021-01-11;400;1379
21;2;2021-01-12;387;1766
21;2;2021-01-13;414;2180
21;2;2021-01-14;701;2881
21;2;2021-01-15;465;3346
21;2;2021-01-16;86;3432
21;2;2021-01-17;3;3435
21;2;2021-01-18;586;4021
21;2;2021-01-19;655;4676
21;2;2021-01-20;668;5344
21;2;2021-01-21;802;6146
21;2;2021-01-22;576;6722
21;2;2021-01-23;224;6946
21;2;2021-01-24;59;7005
21;2;2021-01-25;383;7388
21;2;2021-01-26;748;8136
21;2;2021-01-27;1081;9217
22;0;2021-01-02;1;1
22;0;2021-01-04;3;4
22;0;2021-01-05;61;65
22;0;2021-01-06;112;177
22;0;2021-01-07;62;239
22;0;2021-01-08;170;409
22;0;2021-01-11;232;641
22;0;2021-01-12;577;1218
22;0;2021-01-13;651;1869
22;0;2021-01-14;645;2514
22;0;2021-01-15;479;2993
22;0;2021-01-16;94;3087
22;0;2021-01-17;1;3088
22;0;2021-01-18;302;3390
22;0;2021-01-19;635;4025
22;0;2021-01-20;582;4607
22;0;2021-01-21;901;5508
22;0;2021-01-22;765;6273
22;0;2021-01-23;218;6491
22;0;2021-01-24;1;6492
22;0;2021-01-25;738;7230
22;0;2021-01-26;933;8163
22;0;2021-01-27;3078;11241
22;1;2021-01-04;1;1
22;1;2021-01-05;28;29
22;1;2021-01-06;37;66
22;1;2021-01-07;25;91
22;1;2021-01-08;96;187
22;1;2021-01-11;78;265
22;1;2021-01-12;205;470
22;1;2021-01-13;212;682
22;1;2021-01-14;207;889
22;1;2021-01-15;215;1104
22;1;2021-01-16;58;1162
22;1;2021-01-18;134;1296
22;1;2021-01-19;273;1569
22;1;2021-01-20;222;1791
22;1;2021-01-21;358;2149
22;1;2021-01-22;299;2448
22;1;2021-01-23;85;2533
22;1;2021-01-25;322;2855
22;1;2021-01-26;394;3249
22;1;2021-01-27;928;4177
22;2;2021-01-02;1;1
22;2;2021-01-04;2;3
22;2;2021-01-05;33;36
22;2;2021-01-06;75;111
22;2;2021-01-07;37;148
22;2;2021-01-08;74;222
22;2;2021-01-11;154;376
22;2;2021-01-12;372;748
22;2;2021-01-13;439;1187
22;2;2021-01-14;438;1625
22;2;2021-01-15;263;1888
22;2;2021-01-16;36;1924
22;2;2021-01-17;1;1925
22;2;2021-01-18;168;2093
22;2;2021-01-19;362;2455
22;2;2021-01-20;360;2815
22;2;2021-01-21;543;3358
22;2;2021-01-22;466;3824
22;2;2021-01-23;133;3957
22;2;2021-01-24;1;3958
22;2;2021-01-25;416;4374
22;2;2021-01-26;539;4913
22;2;2021-01-27;2150;7063
23;0;2021-01-06;1;1
23;0;2021-01-07;95;96
23;0;2021-01-08;86;182
23;0;2021-01-09;33;215
23;0;2021-01-10;1;216
23;0;2021-01-11;106;322
23;0;2021-01-12;161;483
23;0;2021-01-13;253;736
23;0;2021-01-14;258;994
23;0;2021-01-15;304;1298
23;0;2021-01-16;135;1433
23;0;2021-01-18;333;1766
23;0;2021-01-19;422;2188
23;0;2021-01-20;335;2523
23;0;2021-01-21;561;3084
23;0;2021-01-22;361;3445
23;0;2021-01-23;366;3811
23;0;2021-01-25;352;4163
23;0;2021-01-26;241;4404
23;0;2021-01-27;149;4553
23;1;2021-01-06;1;1
23;1;2021-01-07;45;46
23;1;2021-01-08;34;80
23;1;2021-01-09;11;91
23;1;2021-01-10;1;92
23;1;2021-01-11;28;120
23;1;2021-01-12;53;173
23;1;2021-01-13;81;254
23;1;2021-01-14;97;351
23;1;2021-01-15;117;468
23;1;2021-01-16;63;531
23;1;2021-01-18;149;680
23;1;2021-01-19;160;840
23;1;2021-01-20;136;976
23;1;2021-01-21;188;1164
23;1;2021-01-22;154;1318
23;1;2021-01-23;154;1472
23;1;2021-01-25;149;1621
23;1;2021-01-26;101;1722
23;1;2021-01-27;72;1794
23;2;2021-01-07;50;50
23;2;2021-01-08;52;102
23;2;2021-01-09;22;124
23;2;2021-01-11;78;202
23;2;2021-01-12;108;310
23;2;2021-01-13;172;482
23;2;2021-01-14;161;643
23;2;2021-01-15;187;830
23;2;2021-01-16;72;902
23;2;2021-01-18;184;1086
23;2;2021-01-19;262;1348
23;2;2021-01-20;199;1547
23;2;2021-01-21;373;1920
23;2;2021-01-22;207;2127
23;2;2021-01-23;212;2339
23;2;2021-01-25;203;2542
23;2;2021-01-26;140;2682
23;2;2021-01-27;77;2759
24;0;2020-12-29;2;2
24;0;2021-01-07;190;192
24;0;2021-01-08;277;469
24;0;2021-01-09;185;654
24;0;2021-01-10;35;689
24;0;2021-01-11;270;959
24;0;2021-01-12;280;1239
24;0;2021-01-13;232;1471
24;0;2021-01-14;984;2455
24;0;2021-01-15;586;3041
24;0;2021-01-16;86;3127
24;0;2021-01-18;298;3425
24;0;2021-01-19;458;3883
24;0;2021-01-20;487;4370
24;0;2021-01-21;608;4978
24;0;2021-01-22;504;5482
24;0;2021-01-23;149;5631
24;0;2021-01-25;380;6011
24;0;2021-01-26;516;6527
24;0;2021-01-27;903;7430
24;1;2020-12-29;1;1
24;1;2021-01-07;62;63
24;1;2021-01-08;101;164
24;1;2021-01-09;57;221
24;1;2021-01-10;15;236
24;1;2021-01-11;92;328
24;1;2021-01-12;94;422
24;1;2021-01-13;77;499
24;1;2021-01-14;324;823
24;1;2021-01-15;195;1018
24;1;2021-01-16;37;1055
24;1;2021-01-18;137;1192
24;1;2021-01-19;204;1396
24;1;2021-01-20;235;1631
24;1;2021-01-21;259;1890
24;1;2021-01-22;213;2103
24;1;2021-01-23;68;2171
24;1;2021-01-25;203;2374
24;1;2021-01-26;225;2599
24;1;2021-01-27;401;3000
24;2;2020-12-29;1;1
24;2;2021-01-07;128;129
24;2;2021-01-08;176;305
24;2;2021-01-09;128;433
24;2;2021-01-10;20;453
24;2;2021-01-11;178;631
24;2;2021-01-12;186;817
24;2;2021-01-13;154;971
24;2;2021-01-14;660;1631
24;2;2021-01-15;391;2022
24;2;2021-01-16;49;2071
24;2;2021-01-18;161;2232
24;2;2021-01-19;254;2486
24;2;2021-01-20;252;2738
24;2;2021-01-21;348;3086
24;2;2021-01-22;291;3377
24;2;2021-01-23;81;3458
24;2;2021-01-25;177;3635
24;2;2021-01-26;290;3925
24;2;2021-01-27;502;4427
25;0;2021-01-06;73;73
25;0;2021-01-07;233;306
25;0;2021-01-08;317;623
25;0;2021-01-09;103;726
25;0;2021-01-11;464;1190
25;0;2021-01-12;625;1815
25;0;2021-01-13;572;2387
25;0;2021-01-14;778;3165
25;0;2021-01-15;653;3818
25;0;2021-01-16;196;4014
25;0;2021-01-17;111;4125
25;0;2021-01-18;1016;5141
25;0;2021-01-19;1212;6353
25;0;2021-01-20;1384;7737
25;0;2021-01-21;1682;9419
25;0;2021-01-22;1386;10805
25;0;2021-01-23;477;11282
25;0;2021-01-24;118;11400
25;0;2021-01-25;862;12262
25;0;2021-01-26;1342;13604
25;0;2021-01-27;1176;14780
25;1;2021-01-06;29;29
25;1;2021-01-07;93;122
25;1;2021-01-08;105;227
25;1;2021-01-09;49;276
25;1;2021-01-11;149;425
25;1;2021-01-12;188;613
25;1;2021-01-13;216;829
25;1;2021-01-14;320;1149
25;1;2021-01-15;268;1417
25;1;2021-01-16;88;1505
25;1;2021-01-17;48;1553
25;1;2021-01-18;459;2012
25;1;2021-01-19;532;2544
25;1;2021-01-20;573;3117
25;1;2021-01-21;683;3800
25;1;2021-01-22;629;4429
25;1;2021-01-23;208;4637
25;1;2021-01-24;51;4688
25;1;2021-01-25;402;5090
25;1;2021-01-26;548;5638
25;1;2021-01-27;539;6177
25;2;2021-01-06;44;44
25;2;2021-01-07;140;184
25;2;2021-01-08;212;396
25;2;2021-01-09;54;450
25;2;2021-01-11;315;765
25;2;2021-01-12;437;1202
25;2;2021-01-13;356;1558
25;2;2021-01-14;458;2016
25;2;2021-01-15;385;2401
25;2;2021-01-16;108;2509
25;2;2021-01-17;63;2572
25;2;2021-01-18;557;3129
25;2;2021-01-19;680;3809
25;2;2021-01-20;811;4620
25;2;2021-01-21;998;5618
25;2;2021-01-22;757;6375
25;2;2021-01-23;269;6644
25;2;2021-01-24;67;6711
25;2;2021-01-25;460;7171
25;2;2021-01-26;794;7965
25;2;2021-01-27;637;8602
26;0;2021-01-07;122;122
26;0;2021-01-08;122;244
26;0;2021-01-11;254;498
26;0;2021-01-12;172;670
26;0;2021-01-13;379;1049
26;0;2021-01-14;459;1508
26;0;2021-01-15;556;2064
26;0;2021-01-16;250;2314
26;0;2021-01-18;615;2929
26;0;2021-01-19;713;3642
26;0;2021-01-20;697;4339
26;0;2021-01-21;665;5004
26;0;2021-01-22;745;5749
26;0;2021-01-23;564;6313
26;0;2021-01-24;24;6337
26;0;2021-01-25;678;7015
26;0;2021-01-26;795;7810
26;0;2021-01-27;732;8542
26;1;2021-01-07;28;28
26;1;2021-01-08;38;66
26;1;2021-01-11;97;163
26;1;2021-01-12;59;222
26;1;2021-01-13;126;348
26;1;2021-01-14;159;507
26;1;2021-01-15;230;737
26;1;2021-01-16;114;851
26;1;2021-01-18;280;1131
26;1;2021-01-19;297;1428
26;1;2021-01-20;307;1735
26;1;2021-01-21;302;2037
26;1;2021-01-22;323;2360
26;1;2021-01-23;254;2614
26;1;2021-01-24;10;2624
26;1;2021-01-25;327;2951
26;1;2021-01-26;398;3349
26;1;2021-01-27;319;3668
26;2;2021-01-07;94;94
26;2;2021-01-08;84;178
26;2;2021-01-11;157;335
26;2;2021-01-12;113;448
26;2;2021-01-13;252;700
26;2;2021-01-14;300;1000
26;2;2021-01-15;326;1326
26;2;2021-01-16;136;1462
26;2;2021-01-18;335;1797
26;2;2021-01-19;416;2213
26;2;2021-01-20;390;2603
26;2;2021-01-21;362;2965
26;2;2021-01-22;422;3387
26;2;2021-01-23;309;3696
26;2;2021-01-24;14;3710
26;2;2021-01-25;351;4061
26;2;2021-01-26;396;4457
26;2;2021-01-27;412;4869
27;0;2021-01-05;15;15
27;0;2021-01-06;159;174
27;0;2021-01-07;345;519
27;0;2021-01-08;356;875
27;0;2021-01-09;70;945
27;0;2021-01-10;100;1045
27;0;2021-01-11;306;1351
27;0;2021-01-12;390;1741
27;0;2021-01-13;717;2458
27;0;2021-01-14;1287;3745
27;0;2021-01-15;1123;4868
27;0;2021-01-16;329;5197
27;0;2021-01-17;203;5400
27;0;2021-01-18;757;6157
27;0;2021-01-19;736;6893
27;0;2021-01-20;843;7736
27;0;2021-01-21;604;8340
27;0;2021-01-22;771;9111
27;0;2021-01-23;348;9459
27;0;2021-01-24;163;9622
27;0;2021-01-25;620;10242
27;0;2021-01-26;452;10694
27;0;2021-01-27;476;11170
27;1;2021-01-05;3;3
27;1;2021-01-06;68;71
27;1;2021-01-07;109;180
27;1;2021-01-08;122;302
27;1;2021-01-09;27;329
27;1;2021-01-10;39;368
27;1;2021-01-11;101;469
27;1;2021-01-12;113;582
27;1;2021-01-13;195;777
27;1;2021-01-14;355;1132
27;1;2021-01-15;377;1509
27;1;2021-01-16;146;1655
27;1;2021-01-17;85;1740
27;1;2021-01-18;320;2060
27;1;2021-01-19;319;2379
27;1;2021-01-20;356;2735
27;1;2021-01-21;284;3019
27;1;2021-01-22;339;3358
27;1;2021-01-23;151;3509
27;1;2021-01-24;76;3585
27;1;2021-01-25;285;3870
27;1;2021-01-26;215;4085
27;1;2021-01-27;215;4300
27;2;2021-01-05;12;12
27;2;2021-01-06;91;103
27;2;2021-01-07;236;339
27;2;2021-01-08;234;573
27;2;2021-01-09;43;616
27;2;2021-01-10;60;676
27;2;2021-01-11;205;881
27;2;2021-01-12;277;1158
27;2;2021-01-13;522;1680
27;2;2021-01-14;932;2612
27;2;2021-01-15;746;3358
27;2;2021-01-16;183;3541
27;2;2021-01-17;118;3659
27;2;2021-01-18;437;4096
27;2;2021-01-19;416;4512
27;2;2021-01-20;487;4999
27;2;2021-01-21;320;5319
27;2;2021-01-22;432;5751
27;2;2021-01-23;197;5948
27;2;2021-01-24;87;6035
27;2;2021-01-25;335;6370
27;2;2021-01-26;237;6607
27;2;2021-01-27;261;6868
28;0;2021-01-05;5;5
28;0;2021-01-06;83;88
28;0;2021-01-07;87;175
28;0;2021-01-08;125;300
28;0;2021-01-09;77;377
28;0;2021-01-10;1;378
28;0;2021-01-11;195;573
28;0;2021-01-12;248;821
28;0;2021-01-13;347;1168
28;0;2021-01-14;441;1609
28;0;2021-01-15;372;1981
28;0;2021-01-16;204;2185
28;0;2021-01-17;21;2206
28;0;2021-01-18;359;2565
28;0;2021-01-19;492;3057
28;0;2021-01-20;633;3690
28;0;2021-01-21;771;4461
28;0;2021-01-22;473;4934
28;0;2021-01-23;344;5278
28;0;2021-01-25;421;5699
28;0;2021-01-26;598;6297
28;0;2021-01-27;1038;7335
28;1;2021-01-05;4;4
28;1;2021-01-06;20;24
28;1;2021-01-07;24;48
28;1;2021-01-08;55;103
28;1;2021-01-09;48;151
28;1;2021-01-10;1;152
28;1;2021-01-11;65;217
28;1;2021-01-12;78;295
28;1;2021-01-13;140;435
28;1;2021-01-14;156;591
28;1;2021-01-15;129;720
28;1;2021-01-16;98;818
28;1;2021-01-17;5;823
28;1;2021-01-18;124;947
28;1;2021-01-19;176;1123
28;1;2021-01-20;254;1377
28;1;2021-01-21;286;1663
28;1;2021-01-22;190;1853
28;1;2021-01-23;174;2027
28;1;2021-01-25;173;2200
28;1;2021-01-26;210;2410
28;1;2021-01-27;350;2760
28;2;2021-01-05;1;1
28;2;2021-01-06;63;64
28;2;2021-01-07;63;127
28;2;2021-01-08;70;197
28;2;2021-01-09;29;226
28;2;2021-01-11;130;356
28;2;2021-01-12;170;526
28;2;2021-01-13;207;733
28;2;2021-01-14;285;1018
28;2;2021-01-15;243;1261
28;2;2021-01-16;106;1367
28;2;2021-01-17;16;1383
28;2;2021-01-18;235;1618
28;2;2021-01-19;316;1934
28;2;2021-01-20;379;2313
28;2;2021-01-21;483;2796
28;2;2021-01-22;283;3079
28;2;2021-01-23;170;3249
28;2;2021-01-25;248;3497
28;2;2021-01-26;387;3884
28;2;2021-01-27;686;4570
29;0;2021-01-04;30;30
29;0;2021-01-05;30;60
29;0;2021-01-06;42;102
29;0;2021-01-07;127;229
29;0;2021-01-08;404;633
29;0;2021-01-09;1;634
29;0;2021-01-11;621;1255
29;0;2021-01-12;1080;2335
29;0;2021-01-13;1017;3352
29;0;2021-01-14;772;4124
29;0;2021-01-15;1142;5266
29;0;2021-01-16;168;5434
29;0;2021-01-17;111;5545
29;0;2021-01-18;780;6325
29;0;2021-01-19;1207;7532
29;0;2021-01-20;2074;9606
29;0;2021-01-21;4596;14202
29;0;2021-01-22;3405;17607
29;0;2021-01-23;502;18109
29;0;2021-01-24;199;18308
29;0;2021-01-25;564;18872
29;0;2021-01-26;919;19791
29;0;2021-01-27;1251;21042
29;1;2021-01-04;6;6
29;1;2021-01-05;8;14
29;1;2021-01-06;11;25
29;1;2021-01-07;33;58
29;1;2021-01-08;121;179
29;1;2021-01-11;204;383
29;1;2021-01-12;292;675
29;1;2021-01-13;313;988
29;1;2021-01-14;234;1222
29;1;2021-01-15;335;1557
29;1;2021-01-16;83;1640
29;1;2021-01-17;52;1692
29;1;2021-01-18;286;1978
29;1;2021-01-19;474;2452
29;1;2021-01-20;663;3115
29;1;2021-01-21;1201;4316
29;1;2021-01-22;983;5299
29;1;2021-01-23;186;5485
29;1;2021-01-24;79;5564
29;1;2021-01-25;243;5807
29;1;2021-01-26;375;6182
29;1;2021-01-27;539;6721
29;2;2021-01-04;24;24
29;2;2021-01-05;22;46
29;2;2021-01-06;31;77
29;2;2021-01-07;94;171
29;2;2021-01-08;283;454
29;2;2021-01-09;1;455
29;2;2021-01-11;417;872
29;2;2021-01-12;788;1660
29;2;2021-01-13;704;2364
29;2;2021-01-14;538;2902
29;2;2021-01-15;807;3709
29;2;2021-01-16;85;3794
29;2;2021-01-17;59;3853
29;2;2021-01-18;494;4347
29;2;2021-01-19;733;5080
29;2;2021-01-20;1411;6491
29;2;2021-01-21;3395;9886
29;2;2021-01-22;2422;12308
29;2;2021-01-23;316;12624
29;2;2021-01-24;120;12744
29;2;2021-01-25;321;13065
29;2;2021-01-26;544;13609
29;2;2021-01-27;712;14321
2A;0;2021-01-06;5;5
2A;0;2021-01-07;121;126
2A;0;2021-01-08;91;217
2A;0;2021-01-09;39;256
2A;0;2021-01-10;33;289
2A;0;2021-01-11;49;338
2A;0;2021-01-12;74;412
2A;0;2021-01-13;92;504
2A;0;2021-01-14;174;678
2A;0;2021-01-15;137;815
2A;0;2021-01-16;155;970
2A;0;2021-01-17;51;1021
2A;0;2021-01-18;192;1213
2A;0;2021-01-19;459;1672
2A;0;2021-01-20;341;2013
2A;0;2021-01-21;438;2451
2A;0;2021-01-22;362;2813
2A;0;2021-01-23;183;2996
2A;0;2021-01-24;115;3111
2A;0;2021-01-25;179;3290
2A;0;2021-01-26;388;3678
2A;0;2021-01-27;310;3988
2A;1;2021-01-06;3;3
2A;1;2021-01-07;52;55
2A;1;2021-01-08;44;99
2A;1;2021-01-09;13;112
2A;1;2021-01-10;12;124
2A;1;2021-01-11;25;149
2A;1;2021-01-12;40;189
2A;1;2021-01-13;40;229
2A;1;2021-01-14;81;310
2A;1;2021-01-15;47;357
2A;1;2021-01-16;67;424
2A;1;2021-01-17;30;454
2A;1;2021-01-18;98;552
2A;1;2021-01-19;198;750
